1,111132
2,222132
3,333132
1,111132
2,222132
3,333132
12,212232
13,313332
11,111132
12,212232
13,313332
21,121132
23,323332
21,121132
22,222232
23,323332
31,131132
32,232232
31,131132
32,232232
33,333332
11,111132
12,212232
13,313332
12,212232
13,313332
21,121132
22,222232
23,323332
21,121132
23,323332
31,131132
32,232232
33,333332
31,131132
32,232232
123,321332
121,121112
122,221222
123,321332
132,231222
131,131112
132,231222
133,331332
112,211222
113,311332
112,211222
113,311332
122,221222
123,321332
121,121112
123,321332
132,231222
133,331332
131,131112
132,231222
213,312332
211,112112
212,212222
213,312332
231,132112
231,132112
232,232222
233,332332
211,112112
213,312332
212,212222
213,312332
221,122112
223,322332
221,122112
223,322332
231,132112
233,332332
231,132112
232,232222
312,213222
311,113112
312,213222
313,313332
321,123112
321,123112
322,223222
323,323332
311,113112
312,213222
312,213222
313,313332
321,123112
322,223222
321,123112
323,323332
331,133112
332,233222
331,133112
332,233222
112,211222
113,311332
112,211222
113,311332
121,121112
123,321332
122,221222
123,321332
131,131112
132,231222
132,231222
133,331332
121,121112
122,221222
123,321332
123,321332
131,131112
132,231222
133,331332
132,231222
212,212222
213,312332
211,112112
213,312332
221,122112
223,322332
221,122112
223,322332
231,132112
232,232222
231,132112
233,332332
211,112112
212,212222
213,312332
213,312332
231,132112
232,232222
233,332332
231,132112
312,213222
313,313332
311,113112
312,213222
321,123112
323,323332
321,123112
322,223222
331,133112
332,233222
331,133112
332,233222
311,113112
312,213222
313,313332
312,213222
321,123112
322,223222
323,323332
321,123112
1231,132111
1232,232122
1233,332133
1213,312133
1212,212122
1213,312133
1223,322133
1221,122111
1223,322133
1233,332133
1231,132111
1232,232122
1321,123111
1322,223122
1323,323133
1312,213122
1312,213122
1313,313133
1322,223122
1321,123111
1323,323133
1332,233122
1331,133111
1332,233122
1123,321133
1122,221122
1123,321133
1132,231122
1132,231122
1133,331133
1122,221122
1123,321133
1123,321133
1132,231122
1133,331133
1132,231122
1223,322133
1221,122111
1223,322133
1232,232122
1231,132111
1233,332133
1212,212122
1213,312133
1213,312133
1232,232122
1233,332133
1231,132111
1323,323133
1321,123111
1322,223122
1332,233122
1331,133111
1332,233122
1312,213122
1313,313133
1312,213122
1322,223122
1323,323133
1321,123111
2131,131211
2132,231222
2133,331233
2113,311233
2112,211222
2113,311233
2123,321233
2121,121211
2123,321233
2133,331233
2131,131211
2132,231222
2311,113211
2312,213222
2313,313233
2311,113211
2312,213222
2313,313233
2321,123211
2321,123211
2323,323233
2331,133211
2331,133211
2332,233222
2113,311233
2112,211222
2113,311233
2131,131211
2132,231222
2133,331233
2121,121211
2123,321233
2123,321233
2131,131211
2133,331233
2132,231222
2213,312233
2211,112211
2213,312233
2231,132211
2231,132211
2233,332233
2211,112211
2213,312233
2213,312233
2231,132211
2233,332233
2231,132211
2313,313233
2311,113211
2312,213222
2331,133211
2331,133211
2332,233222
2311,113211
2313,313233
2312,213222
2321,123211
2323,323233
2321,123211
3121,121311
3122,221322
3123,321333
3112,211322
3112,211322
3113,311333
3122,221322
3121,121311
3123,321333
3132,231322
3131,131311
3132,231322
3211,112311
3212,212322
3213,312333
3211,112311
3212,212322
3213,312333
3221,122311
3221,122311
3223,322333
3231,132311
3231,132311
3232,232322
3112,211322
3112,211322
3113,311333
3121,121311
3122,221322
3123,321333
3121,121311
3122,221322
3123,321333
3131,131311
3132,231322
3132,231322
3212,212322
3211,112311
3213,312333
3221,122311
3221,122311
3223,322333
3211,112311
3212,212322
3213,312333
3231,132311
3232,232322
3231,132311
3312,213322
3311,113311
3312,213322
3321,123311
3321,123311
3322,223322
3311,113311
3312,213322
3312,213322
3321,123311
3322,223322
3321,123311
1123,321133
1122,221122
1123,321133
1132,231122
1132,231122
1133,331133
1122,221122
1123,321133
1123,321133
1132,231122
1133,331133
1132,231122
1213,312133
1212,212122
1213,312133
1231,132111
1232,232122
1233,332133
1221,122111
1223,322133
1223,322133
1231,132111
1233,332133
1232,232122
1312,213122
1312,213122
1313,313133
1321,123111
1322,223122
1323,323133
1321,123111
1322,223122
1323,323133
1331,133111
1332,233122
1332,233122
1212,212122
1213,312133
1213,312133
1221,122111
1223,322133
1223,322133
1231,132111
1232,232122
1233,332133
1231,132111
1232,232122
1233,332133
1312,213122
1313,313133
1312,213122
1321,123111
1323,323133
1322,223122
1331,133111
1332,233122
1332,233122
1321,123111
1322,223122
1323,323133
2123,321233
2121,121211
2123,321233
2132,231222
2131,131211
2133,331233
2112,211222
2113,311233
2113,311233
2132,231222
2133,331233
2131,131211
2213,312233
2211,112211
2213,312233
2231,132211
2231,132211
2233,332233
2211,112211
2213,312233
2213,312233
2231,132211
2233,332233
2231,132211
2312,213222
2311,113211
2313,313233
2321,123211
2321,123211
2323,323233
2311,113211
2312,213222
2313,313233
2331,133211
2332,233222
2331,133211
2112,211222
2113,311233
2113,311233
2121,121211
2123,321233
2123,321233
2131,131211
2132,231222
2133,331233
2131,131211
2132,231222
2133,331233
2312,213222
2313,313233
2311,113211
2321,123211
2323,323233
2321,123211
2331,133211
2332,233222
2331,133211
2311,113211
2312,213222
2313,313233
3123,321333
3121,121311
3122,221322
3132,231322
3131,131311
3132,231322
3112,211322
3113,311333
3112,211322
3122,221322
3123,321333
3121,121311
3213,312333
3211,112311
3212,212322
3231,132311
3231,132311
3232,232322
3211,112311
3213,312333
3212,212322
3221,122311
3223,322333
3221,122311
3312,213322
3311,113311
3312,213322
3321,123311
3321,123311
3322,223322
3311,113311
3312,213322
3312,213322
3321,123311
3322,223322
3321,123311
3112,211322
3113,311333
3112,211322
3121,121311
3123,321333
3122,221322
3131,131311
3132,231322
3132,231322
3121,121311
3122,221322
3123,321333
3212,212322
3213,312333
3211,112311
3221,122311
3223,322333
3221,122311
3231,132311
3232,232322
3231,132311
3211,112311
3212,212322
3213,312333
12312,213212
12313,313213
12321,123211
12323,323213
12331,133211
12332,233212
12132,231212
12133,331213
12123,321213
12123,321213
12133,331213
12132,231212
12231,132211
12233,332213
12213,312213
12213,312213
12233,332213
12231,132211
12331,133211
12332,233212
12313,313213
12312,213212
12323,323213
12321,123211
13212,212312
13213,312313
13221,122311
13223,322313
13231,132311
13232,232312
13122,221312
13123,321313
13122,221312
13123,321313
13132,231312
13132,231312
13221,122311
13223,322313
13212,212312
13213,312313
13232,232312
13231,132311
13321,123311
13322,223312
13312,213312
13312,213312
13322,223312
13321,123311
11232,232112
11233,332113
11223,322113
11223,322113
11233,332113
11232,232112
11322,223112
11323,323113
11322,223112
11323,323113
11332,233112
11332,233112
11223,322113
11223,322113
11232,232112
11233,332113
11232,232112
11233,332113
11323,323113
11322,223112
11332,233112
11332,233112
11322,223112
11323,323113
12231,132211
12233,332213
12213,312213
12213,312213
12233,332213
12231,132211
12321,123211
12323,323213
12312,213212
12313,313213
12332,233212
12331,133211
12123,321213
12123,321213
12132,231212
12133,331213
12132,231212
12133,331213
12323,323213
12321,123211
12332,233212
12331,133211
12312,213212
12313,313213
13231,132311
13232,232312
13213,312313
13212,212312
13223,322313
13221,122311
13321,123311
13322,223312
13312,213312
13312,213312
13322,223312
13321,123311
13123,321313
13122,221312
13132,231312
13132,231312
13122,221312
13123,321313
13223,322313
13221,122311
13232,232312
13231,132311
13212,212312
13213,312313
21312,213122
21313,313123
21321,123121
21323,323123
21331,133121
21332,233122
21132,231122
21133,331123
21123,321123
21123,321123
21133,331123
21132,231122
21231,132121
21233,332123
21213,312123
21213,312123
21233,332123
21231,132121
21331,133121
21332,233122
21313,313123
21312,213122
21323,323123
21321,123121
23112,211322
23113,311323
23121,121321
23123,321323
23131,131321
23132,231322
23112,211322
23113,311323
23121,121321
23123,321323
23131,131321
23132,231322
23211,112321
23213,312323
23211,112321
23213,312323
23231,132321
23231,132321
23311,113321
23312,213322
23311,113321
23312,213322
23321,123321
23321,123321
21132,231122
21133,331123
21123,321123
21123,321123
21133,331123
21132,231122
21312,213122
21313,313123
21321,123121
21323,323123
21331,133121
21332,233122
21213,312123
21213,312123
21231,132121
21233,332123
21231,132121
21233,332123
21313,313123
21312,213122
21331,133121
21332,233122
21321,123121
21323,323123
